fire_id,fire_name,fire_size,STAT_CAUSE_DESCR,latitude,longitude,state_code,disc_clean_date,cont_clean_date,Vegitation
4177,,12,Miscellaneous,32.5208,-88.8342,MS,1/3/2006,,12
4178,WORK ALOT,37.22,Lightning,34.220447,-103.989111,NM,8/10/2011,8/10/2011,16
4179,,1,Structure,34.11702,-79.607376,SC,2/9/2012,2/9/2012,16
4180,1.09E+13,5,Campfire,30.9253674,-89.55465785,MS,2/17/2014,2/17/2014,12
4181,,14.7,Lightning,33.9844,-84.8794,GA,4/20/1999,,16
4182,2423 FM 2075,15,Miscellaneous,33.1146637,-98.5563193,TX,6/11/2011,,16
4183,POPHER CREEK,5,Arson,31.20416667,-94.40416667,TX,10/31/2003,11/2/2003,12
4184,2015119,20,Miscellaneous,33.918398,-97.657024,TX,12/21/2015,,16
4185,8101,2.98,Campfire,30.99215,-94.43488333,TX,10/11/2015,10/11/2015,12
4186,1.09E+13,2,Debris Burning,30.76599524,-89.5050029,MS,2/28/2015,2/28/2015,12
4187,,5,Debris Burning,31.55221999,-95.55416998,TX,12/10/2004,,12
4188,,3,Arson,36.9125,-83.7936,KY,11/22/1999,,0
4189,"2654 VERNON TOWN RD, AL",4,Miscellaneous,33.0739619,-87.1985519,AL,7/9/2011,7/9/2011,16
4190,,5,Missing/Undefined,17.983538,-66.084427,PR,3/13/2011,,12
4191,,25,Lightning,26.79,-81.74,FL,7/19/1994,,12
4192,SHF ASST #21,1,Miscellaneous,41.36388888,-122.2861111,CA,10/16/2006,,15
4193,WOLF,1.16,Debris Burning,44.32194444,-83.715,MI,5/1/2015,5/1/2015,15
4194,,5,Miscellaneous,30.5844,-90.5586,LA,2/15/1999,,12
4195,SMITH GROVE,2,Children,35.7517,-80.415,NC,4/18/1999,,15
4196,,1,Miscellaneous,33.8303,-94.6264,OK,9/1/1999,,16
4197,,1,Debris Burning,33.49856999,-80.96046001,SC,12/11/2006,,16
4198,LITTLE BUFFALO,110,Miscellaneous,35.30416667,-83.91194444,NC,11/17/1999,11/19/1999,15
4199,,3.02,Debris Burning,31.93619027,-83.27741855,GA,2/4/2004,,12
4200,,5,Debris Burning,32.9717,-79.7419,SC,2/17/2001,,12
4201,HALE,1,Miscellaneous,38.46044,-120.658954,CA,5/17/2012,,0
4202,,1.13,Arson,34.07897242,-84.74576618,GA,8/18/2008,,16
4203,51511-2,1,Debris Burning,31.3589743,-96.5352404,TX,5/15/2011,,12
4204,THURMAN,935,Missing/Undefined,34.113333,-117.111667,CA,9/29/2005,,16
4205,,1.5,Missing/Undefined,34.28392,-78.22499,NC,4/5/2007,,16
4206,,10,Missing/Undefined,37.26917001,-82.50049999,KY,4/6/2005,,0
4207,,4,Debris Burning,38.33909329,-92.58673006,MO,1/31/1992,,0
4208,KEEBLE PIT,8,Children,44.0725,-99.444,SD,4/28/2001,4/28/2001,15
4209,MOTORCYCLE,0.75,Equipment Use,34.1325,-116.9836111,CA,7/12/2015,7/12/2015,16
4210,,4,Railroad,27.06,-82.44,FL,2/24/1997,,12
4211,,1,Debris Burning,37.9572,-85.535,KY,3/30/2000,,0
4212,DORFFI,1,Miscellaneous,39.41611111,-123.7911111,CA,8/3/2008,,0
4213,ORNALES,20,Equipment Use,33.27805555,-116.9538889,CA,5/14/2004,,16
4214,"WILLIE POWELL RD, AL",13,Debris Burning,32.057064,-87.5080336,AL,3/25/2011,3/25/2011,12
4215,,3,Debris Burning,33.145423,-87.482434,AL,3/20/2007,3/20/2007,16
4216,,1,Debris Burning,28.68,-81.91,FL,5/6/1994,,12
4217,15-0001,10,Miscellaneous,37.34,-96.67,KS,1/5/2015,1/5/2015,0
4218,FBI 2 FIRE,646,Arson,27.0503,-81.0915,FL,4/6/2007,4/9/2007,12
4219,,36,Debris Burning,45.36566456,-95.37331331,MN,5/4/2015,5/6/2015,9
4220,,2,Missing/Undefined,18.119322,-65.417709,PR,2/25/2007,,12
4221,GRASS FIRE 12696 N US HWY 67,1,Miscellaneous,31.3645648,-100.6303525,TX,3/7/2014,,12
4222,WATER TANK,1.5,Debris Burning,37.1711,-107.5889,CO,1/21/2000,1/21/2000,0
4223,,3,Debris Burning,33.0053,-88.9664,MS,10/5/2004,,16
4224,DAVE,5.5,Lightning,33.73388889,-108.985,NM,7/20/2000,7/25/2000,16
4225,,4,Missing/Undefined,21.2987022,-158.0775299,HI,6/2/2011,,12
4226,THREE LINKS,115,Lightning,46.14166667,-115.0894444,ID,7/18/2007,10/17/2007,9
4227,,120,Arson,48.36776884,-95.55542302,MN,11/11/2005,,15
4228,,10,Miscellaneous,37.8906,-90.884,MO,3/11/2014,3/11/2014,0
4229,,12877,Miscellaneous,30.7653,-92.6456,LA,9/5/2000,,12
4230,,2,Children,24.6706,-81.3506,FL,1/1/1998,,12
4231,DANDY,2,Debris Burning,41.888583,-122.452083,CA,11/10/2011,,15
4232,PITS (51),2,Arson,28.3766,-82.6486,FL,4/18/2013,4/18/2013,12
4233,GRASS FIRE,1,Debris Burning,31.734007,-95.096626,TX,3/15/2011,,12
4234,,1,Debris Burning,30.78052824,-89.13996063,MS,3/22/1996,3/22/1996,12
4235,FY2011-LUMPKIN-040,1.9,Debris Burning,34.47773117,-84.08240288,GA,3/17/2011,3/17/2011,16
4236,MADERA- # 1860,3,Arson,36.975,-120.0638889,CA,10/5/1998,,0
4237,FLINT,2,Missing/Undefined,39.1917,-119.6814,NV,7/17/2010,7/17/2010,0
4238,,20,Miscellaneous,48.5,-100.06,ND,4/17/2007,,15
4239,,0.89,Miscellaneous,32.8702,-84.8904,GA,5/9/1996,5/9/1996,12
4240,,5,Debris Burning,32.03958002,-95.50208002,TX,1/24/2000,,12
4241,SWIFT RIVER,5,Lightning,61.52,-155,AK,7/28/2013,8/1/2013,0
4242,,80,Miscellaneous,31.7606,-92.3558,LA,9/5/1998,,12
4243,DEVIL,2.2,Lightning,40.91805556,-123.3183333,CA,6/20/2008,6/21/2008,15
4244,NORTH OTTER,1,Lightning,30.27305556,-82.54805556,FL,5/6/2007,5/6/2007,12
4245,,18,Debris Burning,32.7183,-89.6253,MS,2/23/2007,,12
4246,PRAIRIE PINES  (36),150,Debris Burning,26.7279,-81.8646,FL,4/9/2015,4/9/2015,12
4247,BUFFALO,1.4,Lightning,43.2539,-100.8988,SD,6/21/1997,6/21/1997,9
4248,,5,Miscellaneous,31.1647,-92.8203,LA,10/30/1999,,12
4249,,30.5,Lightning,31.209619,-88.270357,AL,7/13/2006,7/14/2006,12
4250,,40,Miscellaneous,33.86362,-95.58905,TX,1/8/2008,,16
4251,,1,Powerline,37.81527778,-77.84236667,VA,11/27/2011,,0
4252,,6,Arson,33.1861,-80.7675,SC,2/26/1999,,16
4253,,8,Missing/Undefined,37.48628997,-85.22867002,KY,1/8/2006,,0
4254,,2,Equipment Use,29.59916999,-82.79832998,FL,12/26/2005,,12
4255,,3.6,Miscellaneous,32.76662,-93.73132,LA,8/27/2014,,12
4256,CREEK,1.2,Equipment Use,39.00111111,-123.1680556,CA,7/8/2006,,0
4257,BIG FLAMES ON GREENBRIAR,2,Debris Burning,35.7833,-80.8333,NC,3/10/2000,,15
4258,BOREVINCNT,1,Debris Burning,43.7165,-123.7512,OR,5/19/2003,5/20/2003,9
4259,,5,Equipment Use,40.41400528,-97.45211792,NE,5/7/2010,,14
4260,BOMAR,2,Equipment Use,32.861421,-99.466438,TX,1/27/2011,,12
4261,FY2002-GILMER-020,1.7,Miscellaneous,34.5671,-84.5934,GA,11/29/2001,11/29/2001,16
4262,CHASE,15.5,Children,33.3517,-110.4532,AZ,6/7/1998,6/7/1998,16
4263,,25,Arson,36.61933998,-83.02032999,VA,3/17/2006,,0
4264,DEER 4,1,Equipment Use,33.19694444,-117.1261111,CA,11/9/2007,,16
4265,,11,Debris Burning,34.68736595,-89.16630971,MS,6/27/2012,6/27/2012,16
4266,,50,Arson,36.38903,-92.84735999,AR,2/16/2006,,0
4267,,18.54,Equipment Use,32.8522,-81.9302,GA,2/13/1996,2/13/1996,12
4268,,175,Miscellaneous,32.04375,-95.37292,TX,12/13/1993,,12
4269,LOBATO,1,Lightning,36.11194444,-106.2941667,NM,6/27/2008,6/29/2008,0
4270,,50,Miscellaneous,26.78,-81.35,FL,12/19/1992,,12
4271,,8,Arson,34.67417001,-95.30950001,OK,4/13/2004,,16
4272,,1,Debris Burning,39.961818,-81.984067,OH,3/14/2014,,0
4273,,1,Miscellaneous,30.9583,-92.7442,LA,6/8/1998,,12
4274,3 K PUMPHS,1,Fireworks,46.2999,-120.3762,WA,7/4/2002,7/4/2002,9
4275,HWY 68,1,Campfire,36.58194444,-121.9169444,CA,6/7/2000,,0
4276,,2,Railroad,30.59,-86.97,FL,11/25/1995,,12
4277,,3,Miscellaneous,30.4653,-88.2339,AL,4/9/2000,,12
4278,,0.93,Miscellaneous,42.14650962,-78.94831693,NY,4/16/2005,4/16/2005,9
4279,,2,Missing/Undefined,35.65502,-94.73407,OK,4/28/2007,,15
4280,,4.96,Debris Burning,32.09825542,-83.42458073,GA,2/24/2007,,12
4281,SCOTTY CREEK,6,Lightning,47.37472222,-120.6336111,WA,9/9/2012,9/12/2012,15
4282,,1,Miscellaneous,34.8983,-79.8317,NC,12/24/1994,,16
4283,,1,Equipment Use,35.90778,-93.21004,AR,6/28/2012,6/28/2012,15
4284,,1,Powerline,47.42741375,-95.63342993,MN,11/4/2011,11/4/2011,15
4285,,19,Equipment Use,27.66666999,-80.50000001,FL,2/11/2003,,12
4286,,5.89,Debris Burning,32.7324,-82.6827,GA,12/15/1992,12/15/1992,12
4287,,12,Missing/Undefined,32.74583333,-80.22083333,SC,2/19/1996,2/19/1996,12
4288,,2,Arson,47.919906,-94.544706,MN,4/28/1996,,15
4289,IVANHOE ROAD,2,Debris Burning,34.6167,-78.2333,NC,4/28/2002,,16
4290,,15,Equipment Use,34.807926,-82.193245,SC,2/21/2011,2/21/2011,16
4291,,1,Children,30.815357,-88.301767,AL,12/19/2003,12/19/2003,12
4292,BUTTE,85,Lightning,33.7839,-110.7009,AZ,7/22/2004,7/23/2004,16
4293,,39,Missing/Undefined,34.325,-79.80416667,SC,4/29/1992,4/29/1992,16
4294,8.92E+12,15,Campfire,32.71712157,-89.75545541,MS,1/29/2015,1/29/2015,12
4295,SCHLENKER BOY,1,Equipment Use,29.393423,-97.126554,TX,11/10/2011,,12
4296,,3,Miscellaneous,39.74167,-74.86667,NJ,3/26/2000,,0
4297,,3,Missing/Undefined,34.09583333,-79.80416667,SC,3/4/1994,3/4/1994,16
4298,,3,Arson,33.05944001,-94.64972002,TX,4/23/2005,,16
4299,,1,Debris Burning,37.87205,-82.855,KY,3/31/2010,3/31/2010,0
4300,GRASS FIRE,2,Debris Burning,33.0306047,-97.4936127,TX,10/13/2011,,16
4301,,0.7,Debris Burning,31.7036,-81.4328,GA,2/17/1997,,12
4302,,12.5,Debris Burning,34.62660104,-83.26566719,GA,3/4/2006,,16
4303,,1,Miscellaneous,44.43276849,-75.21248589,NY,4/2/2009,4/2/2009,15
4304,,2,Debris Burning,35.93356997,-92.04107,AR,12/11/2005,,15
4305,SISSON,5.5,Miscellaneous,32.9919,-112.9048,AZ,5/29/2014,5/30/2014,12
4306,,240,Arson,34.55668586,-89.59937071,MS,3/23/1996,3/23/1996,16
4307,MASTEN,1,Equipment Use,37.05,-121.5919444,CA,6/29/1997,,0
4308,,1,Debris Burning,41.24883333,-78.63452778,PA,4/25/2003,4/25/2003,15
4309,ANDERSON BEND2,5,Arson,36.293783,-83.189533,TN,11/11/2012,11/12/2012,0
4310,HARVEY-LEWIS,20,Debris Burning,35.155,-78.195,NC,9/8/1997,,15
4311,,1.5,Miscellaneous,44.55099612,-75.61706394,NY,3/24/2000,3/24/2000,15
4312,REED/CYRD312 GRASS FIRE,9,Debris Burning,30.644115,-96.767235,TX,7/13/2013,,12
4313,,1,Debris Burning,35.17689,-93.90255,AR,11/25/2012,11/25/2012,15
4314,RASMUSSEN,21.2,Miscellaneous,45,-98.5,SD,5/15/1996,,15
4315,,0.64,Debris Burning,33.196,-85.0362,GA,7/25/1992,7/25/1992,16
4316,,2,Arson,33.5,-79.75,SC,1/25/2013,1/25/2013,16
4317,,15,Debris Burning,36.46166001,-91.812,AR,4/15/2004,,0
4318,RIVER,15,Miscellaneous,36.7358,-114.2027,NV,5/16/1997,5/18/1997,0
4319,BORADER 25,80,Miscellaneous,32.648,-116.901,CA,7/6/2007,7/6/2007,12
4320,CABIN,7,Children,32.86,-116.6983333,CA,11/2/1993,11/2/1993,12
4321,,1,Missing/Undefined,37.37026998,-82.91750997,KY,5/11/2003,,0
4322,VOLCANO,1,Lightning,38.4333,-105.3172,CO,6/16/1992,6/16/1992,0
4323,,20,Miscellaneous,32.26031,-94.92511,TX,1/29/2008,,12
4324,,33.5,Miscellaneous,32.03052,-93.27094,LA,8/1/2010,,12
4325,,2.5,Lightning,30.24,-82.41666667,FL,8/19/1993,8/19/1993,12
4326,,5,Miscellaneous,30.75055998,-93.86056001,TX,12/4/2006,,12
4327,,8,Arson,30.18958,-94.19791,TX,6/5/1998,,12
4328,,2,Equipment Use,34.3333,-79.5,SC,4/9/1999,,16
4329,,1,Debris Burning,41.63456,-97.97092,NE,4/8/2012,4/8/2012,15
4330,WATSON FIELD FIRE,3,Debris Burning,34.2517,-78.1217,NC,1/21/1997,,16
4331,,0.75,Debris Burning,40.98305556,-75.44,PA,5/11/2002,5/11/2002,15
4332,,2,Debris Burning,37.0219,-92.98588,MO,11/27/1999,,0
4333,MIDVALLEY,20,Missing/Undefined,37.7575,-113.06003,UT,6/14/2003,6/16/2003,0
4334,MELTING FENCE,1,Debris Burning,35.2493,-79.72468333,NC,1/27/2014,1/27/2014,15
4335,JOHNSON,8,Lightning,37.70222222,-109.5841667,UT,7/20/2000,7/22/2000,0
4336,58-TRILLIUM FIRE-0355,1,Miscellaneous,27.2725,-82.4176,FL,11/12/2010,11/12/2010,12
4337,,15,Debris Burning,37.77222,-92.8676,MO,9/24/1999,,0
4338,,5,Equipment Use,37.77666,-83.34211,KY,3/26/2008,3/26/2008,0
4339,,1,Miscellaneous,26.5,-81.8,FL,5/3/1999,,12
4340,,1,Equipment Use,34.5342,-92.7808,AR,2/4/2002,,16
4341,BEAR,17,Campfire,31.39638889,-110.3644444,AZ,6/30/2003,6/30/2003,12
4342,OPIE,85,Arson,30.59194444,-89.10777778,MS,3/11/2006,3/14/2006,12
4343,,1.2,Equipment Use,32.83246111,-84.40525652,GA,4/5/2004,,12
4344,,4,Missing/Undefined,36.13579,-92.69289,AR,3/9/2013,,0
4345,MS0    0909-4200311007,10,Missing/Undefined,30.981302,-88.646501,MS,3/11/2009,,12
4346,PINEWOOD,3684,Miscellaneous,33.7775,-80.4708,SC,4/17/2001,,16
4347,16478  CR 373,5,Debris Burning,32.501,-95.054,TX,1/17/2009,,12
4348,"""OHM, C""                 ",10,Miscellaneous,40.10694444,-122.17,CA,9/24/1996,,14
4349,CONTROL BURN OUT OF CONTROL,8,Debris Burning,31.936324,-97.111416,TX,11/25/2014,,12
4350,,2,Lightning,29.53,-83.12,FL,8/27/2000,,12
4351,CEMETARY,2,Debris Burning,33.0334,-111.8507,AZ,6/23/1993,6/23/1993,16
4352,,2,Arson,34.98135286,-89.14693238,MS,6/27/1998,6/27/1998,16
4353,,2,Debris Burning,33.48806001,-79.36889,SC,6/12/2004,,16
4354,BUCKS BR.,34,Arson,37.91516438,-81.89256732,WV,1/13/2005,1/13/2005,0
4355,QUEEN FIRE,2,Debris Burning,35.99115,-88.19389,TN,2/26/2009,2/26/2009,15
4356,,1.1,Miscellaneous,34.48115431,-83.57624815,GA,4/6/2010,,16
4357,HOT ASH FIRE,2,Children,35.90833333,-77.61,NC,1/22/2013,1/22/2013,15
4358,,3.8,Equipment Use,43.53921735,-89.19970055,WI,5/4/1994,5/4/1994,9
4359,,57,Debris Burning,37.87140276,-92.67840537,MO,4/6/1995,,0
4360,,3,Debris Burning,32.6311,-89.7636,MS,8/28/2006,,12
4361,,4,Miscellaneous,35.9664,-94.6817,OK,3/14/2000,,15
4362,SCALES,5,Lightning,39.66583333,-120.9591667,CA,6/21/2008,6/21/2008,0
4363,,2.5,Debris Burning,35.02352,-85.60388,TN,4/8/2008,,15
4364,182ND AVE (42),20,Miscellaneous,29.0056,-81.8102,FL,11/22/2012,11/22/2012,12
4365,SH71/LOST CREEK RD/D.MCBEE,7,Miscellaneous,30.932452,-99.092474,TX,9/26/2015,,12
4366,CHERRY,1,Children,36.62888888,-119.7819444,CA,4/30/2009,,0
4367,ASH,10,Campfire,44.1728,-110.9228,WY,9/28/2008,10/10/2008,15
4368,BRUSH FIRE,1,Arson,32.599994,-96.686325,TX,2/18/2011,,12
4369,,1,Miscellaneous,35.625,-82.065,NC,4/14/1994,,15
4370,,1,Missing/Undefined,18.385344,-67.114166,PR,3/13/2003,,12
4371,SEPTIC SPRAY III,10,Debris Burning,35.62583333,-78.59083333,NC,11/26/2012,11/26/2012,15
4372,,2,Arson,35.47,-88.455,TN,8/7/2002,,15
4373,,2,Debris Burning,31.751379,-95.554962,TX,1/4/2011,,12
4374,,2,Debris Burning,36.31958,-91.67093002,AR,4/12/2003,,0
4375,,0.8,Missing/Undefined,44.25,-70.43333333,ME,3/31/2000,3/31/2000,15
4376,,2,Debris Burning,35.14999998,-88.56499999,TN,10/5/2006,,15
4377,,1,Missing/Undefined,34.4997,-79.07663,NC,11/22/2007,,16
4378,,2.06,Debris Burning,32.48578848,-84.32373989,GA,5/27/2004,,12
4379,,10,Debris Burning,29.62752998,-98.09050999,TX,1/9/2006,,12
4380,VASS FIRE,3,Miscellaneous,35.25,-79.2333,NC,6/5/2001,,15
4381,,3,Miscellaneous,30.21,-83.06,FL,5/17/1992,,12
4382,ONSUREZ,4.5,Miscellaneous,32.26166998,-104.075,NM,3/28/2003,,12
4383,,30,Missing/Undefined,46.59466,-116.600873,ID,7/23/1994,,15
4384,,1.85,Debris Burning,33.22005485,-83.28021028,GA,1/17/2006,,16
4385,STONE MTN,32,Debris Burning,36.186533,-82.27409,TN,3/21/2009,3/21/2009,0
4386,CAT BRANCH,1.5,Lightning,30.115,-84.815,FL,7/5/1998,7/5/1998,12
4387,,15,Arson,30.538444,-89.31394883,MS,3/16/1992,3/16/1992,12
4388,,4,Missing/Undefined,34.32510041,-94.58380121,OK,3/11/1995,3/12/1995,16
4389,ECR-20120703-001,35,Miscellaneous,32.4583,-85.720099,AL,7/3/2012,7/4/2012,12
4390,BELLAMY LAKE RD.FIRE,1,Miscellaneous,36.1517,-77.7817,NC,11/24/1998,,0
4391,,2.52,Debris Burning,32.3045,-84.5819,GA,3/1/1992,3/1/1992,12
4392,HALFMOON 16,346,Campfire,29.14805556,-81.81638889,FL,4/7/2013,4/16/2013,12
4393,,20.48,Equipment Use,33.0925,-82.9903,GA,9/17/1997,9/17/1997,16
4394,,2.5,Debris Burning,33.6157,-87.67448,AL,2/23/1996,,16
4395,,1.5,Arson,47.04406564,-95.77226594,MN,4/14/2005,,15
4396,,43.71,Arson,34.1249469,-85.43009308,GA,10/19/2005,,16
4397,,2.4,Children,31.85715,-86.05623,AL,2/12/1996,,12
4398,"""QUICK, A""               ",2,Equipment Use,39.90611111,-122.15,CA,8/14/1998,,0
4399,FY2013-TWIGGS-027,1.03,Debris Burning,32.6475,-83.28069444,GA,2/2/2013,2/2/2013,12
4400,FY2001-WILKINSON-004,6.38,Lightning,32.8183,-83.1306,GA,7/16/2000,7/16/2000,12
4401,COUNTY ROAD 339 CONTROL BURN,4,Miscellaneous,33.525869,-97.368178,TX,3/15/2015,,16
4402,,4,Debris Burning,33.52,-85.9817,AL,4/2/2001,,16
4403,,550,Debris Burning,28.96,-82.59,FL,3/15/2000,,12
4404,,1,Children,33.88486,-81.11015,SC,9/30/2007,,16
4405,,6.5,Children,31.16991541,-82.33472682,GA,3/5/2007,,12
4406,,4,Debris Burning,37.88681,-82.9256,KY,2/19/2002,2/19/2002,0
4407,,0.78,Debris Burning,32.5634,-92.78519,LA,5/29/2013,,12
4408,,1,Railroad,29.39,-82.3,FL,3/5/1994,,12
4409,NETTLE RUN,2,Powerline,38.99513053,-81.32679819,WV,10/15/1992,10/15/1992,0
4410,,4,Arson,33.9708,-90.0406,MS,3/10/2006,,16
4411,,30,Debris Burning,34.03485,-86.280171,AL,3/3/2007,3/3/2007,16
4412,290 & MOPAC,1,Miscellaneous,30.236445,-97.825023,TX,1/2/2012,,12
4413,WILDCAT,2,Miscellaneous,32.895281,-116.883631,CA,11/12/1999,11/12/1999,12
4414,30315,3,Debris Burning,36.38184999,-94.8149833,OK,4/13/2010,4/13/2010,0
4415,FY2012-TAYLOR-028,1.07,Debris Burning,32.54023287,-84.28328345,GA,2/12/2012,2/12/2012,12
4416,OLDSMOBILE,52,Debris Burning,36.4475,-96.1342,OK,3/2/2010,3/3/2010,0
4417,,1,Missing/Undefined,37.38761,-86.88671,KY,4/5/2005,,0
4418,,10,Arson,33.53571,-93.05331,AR,5/29/2011,5/29/2011,16
4419,,1.27,Debris Burning,33.4013,-83.8096,GA,7/20/1993,7/20/1993,16
4420,YAK,16,Lightning,47.43972222,-120.4761111,WA,7/8/2013,7/12/2013,15
4421,CHERRY HILL FIRE,1.97,Debris Burning,45.12167,-123.3785,OR,6/4/2007,6/4/2007,9
4422,,8,Debris Burning,31.73912113,-89.79985641,MS,2/27/1992,2/27/1992,12
4423,ASSIST 6,600,Equipment Use,47.233,-107.967,MT,8/15/1996,8/20/1996,15
4424,NORTH LENOIR FIRE,6,Debris Burning,35.3333,-77.6833,NC,2/19/2002,,15
4425,GOLF CENTER PY / I 10  10,1,Miscellaneous,33.72611111,-116.2011111,CA,1/14/2008,,16
4426,,3,Campfire,33.70932,-85.76859,AL,3/13/1994,,16
4427,,2,Debris Burning,36.18574,-91.20502,AR,2/6/2007,,0
4428,,8,Debris Burning,34.36482002,-92.16384999,AR,7/18/2006,,16
4429,BRUSH FIRE,3,Debris Burning,30.14694582,-94.926415,TX,1/24/2010,,12
4430,,50,Missing/Undefined,34.3685992,-94.79340373,OK,3/23/1996,3/23/1996,16
4431,DODD CITY GRASS FIRE,10,Equipment Use,33.472298,-96.089237,TX,6/24/2013,,16
4432,,1.99,Miscellaneous,33.00478732,-83.62934596,GA,5/31/2003,,16
4433,WES SCOFIELD STATE,251,Debris Burning,39.750719,-111.193149,UT,8/30/2009,,0
4434,,2,Missing/Undefined,37.15859999,-83.38395,KY,4/13/2006,,0
4435,,100,Arson,48.64311894,-96.61433651,MN,4/4/2004,,15
4436,PITTMAN,5,Arson,28.99472222,-81.66055556,FL,6/18/2000,6/19/2000,12
4437,,2,Debris Burning,34.79266,-81.719101,SC,10/29/2012,10/29/2012,16
4438,,25,Arson,36.5317,-84.14,TN,10/13/2000,,0
4439,,10,Debris Burning,32.127099,-88.170152,AL,2/28/2006,2/28/2006,12
4440,HESPERIA,1,Equipment Use,34.34277778,-117.4230556,CA,8/28/2006,8/28/2006,16
4441,,2,Miscellaneous,37.30980556,-80.50502778,VA,3/24/2014,,0
4442,,20,Debris Burning,41.93451,-77.26027,PA,4/19/2008,,15
4443,,5,Miscellaneous,35.50729,-91.90063,AR,6/25/2012,6/25/2012,15
4444,848,2,Miscellaneous,31.80395186,-89.59193755,MS,10/16/2015,10/16/2015,12
4445,VALLEY 2,6,Equipment Use,38.349312,-122.825963,CA,9/8/2010,,0
4446,,0.9,Debris Burning,46.3385529,-94.35100306,MN,3/18/2010,,9
4447,,0.75,Arson,39.6875,-74.29583,NJ,6/29/1992,,0
4448,,1,Debris Burning,33.8647,-80.855,SC,3/7/1999,,16
4449,,10,Debris Burning,30.800778,-88.403369,AL,1/11/2010,,12
4450,,14,Arson,31.924442,-88.252526,AL,3/11/2005,3/11/2005,12
4451,,2,Equipment Use,41.24492,-98.79551,NE,11/14/2007,,15
4452,,1.5,Arson,42.88092251,-78.81170511,NY,4/30/2007,4/30/2007,4
4453,PHEASANT,1,Arson,48.0039,-102.5258,ND,5/18/2015,5/18/2015,15
4454,,1,Debris Burning,26.16404,-98.1065,TX,4/25/2008,,12
4455,,2.25,Miscellaneous,41.67290215,-74.07769293,NY,4/28/2009,4/28/2009,15
4456,MORGAN,3,Miscellaneous,37.875,-121.8488889,CA,5/16/1992,,0
4457,,1,Missing/Undefined,19.6664448,-155.9996796,HI,9/28/2006,,12
4458,,3,Arson,45.58626024,-94.14555923,MN,7/31/2007,,15
4459,,9,Miscellaneous,36.3717,-81.325,NC,2/24/1995,,0
4460,TWO ANGELS,1,Lightning,40.9697,-117.945,NV,7/22/2006,7/22/2006,15
4461,MIKE RAILE,15,Equipment Use,45.6723,-99.7479,SD,5/10/2012,,15
4462,WHITES FERRY ROAD,2,Arson,41.5075,-75.87111,PA,4/12/2014,4/12/2014,15
4463,,1,Equipment Use,32.71050001,-96.33099999,TX,7/15/2006,,12
4464,NARROWS,2,Lightning,37.3856,-114.1467,NV,8/9/2012,8/13/2012,0
4465,,2,Arson,47.8,-98.8837,ND,3/27/1992,3/27/1992,15
4466,,12,Miscellaneous,30.7681,-93.0722,LA,3/5/1999,,12
4467,WEST CREEK,0.8,Missing/Undefined,38.7003,-108.9444,CO,4/13/2011,4/13/2011,0
4468,,20,Arson,31.2775,-89.4836,MS,3/16/2002,,12
4469,WESTERN,15,Debris Burning,26.27027778,-98.40194444,TX,4/18/2006,4/18/2006,12
4470,PIPKIN2,8,Debris Burning,35.2167,-108.6173,NM,2/28/1992,2/28/1992,15
4471,,5,Debris Burning,33.644722,-81.870659,SC,9/24/2011,9/24/2011,16
4472,,2.5,Miscellaneous,44.01656,-89.01632997,WI,4/26/2003,,15
4473,,5,Debris Burning,35.4983,-76.455,NC,4/21/1993,,15
4474,,2,Arson,35.78332999,-88.10499999,TN,3/8/2006,,15
4475,,3,Miscellaneous,37.80706132,-81.72653478,WV,4/30/2006,,0
4476,,25,Lightning,29.28028,-82.66556,FL,5/18/2009,,12
4477,,1.04,Debris Burning,31.6695,-82.1966,GA,8/7/1995,8/7/1995,12
4478,,2,Arson,33.6667,-79.55,SC,3/1/2000,,16
4479,7766 ROGERS LN.,1,Debris Burning,34.02970105,-98.43574476,TX,5/25/2009,,16
4480,,0.97,Arson,34.57672386,-85.48022375,GA,3/25/2003,,16
4481,,1.04,Arson,34.1387,-85.0252,GA,3/15/1994,3/15/1994,16
4482,,3,Arson,37.124315,-121.659187,CA,8/19/2011,,0
4483,APACHE,10,Powerline,32.4607,-103.1315,NM,6/14/2011,6/14/2011,12
4484,,11,Arson,32.87830599,-89.34589465,MS,2/24/1993,2/24/1993,12
4485,FY2002-FRANKLIN-021,18.3,Arson,34.3438,-83.1672,GA,2/19/2002,2/19/2002,16
4486,MS0    0808-2400315008,43,Missing/Undefined,32.891709,-89.6543,MS,3/15/2008,,12
4487,,5,Miscellaneous,35.4417,-94.6467,OK,3/24/1997,,15
4488,,20,Arson,38.04398411,-93.77416659,MO,3/12/1994,,0
4489,,1.5,Debris Burning,33.1811,-85.5242,AL,10/26/1998,,16
4490,,20,Missing/Undefined,35.60260023,-94.76329818,OK,12/10/1996,12/10/1996,15
4491,FY2013-HALL-006,0.6,Arson,34.25583333,-83.80766667,GA,11/18/2012,11/18/2012,16
4492,,1,Debris Burning,35.6917,-82.6683,NC,3/18/1995,,15
4493,MINGO RD,3,Smoking,35.167067,-86.21605,TN,3/22/2011,3/22/2011,15
4494,RICE FIELD FIRE,2,Debris Burning,35.0833,-80.2167,NC,9/16/2001,,15
4495,,1.55,Debris Burning,30.84826981,-83.7396032,GA,10/15/2010,,12
4496,,5,Debris Burning,40.28944444,-94.01361111,MO,4/25/2014,4/25/2014,14
